token,label
tax,O
id:,O
972-90-8361,O
tax,O
id:,O
986-80-0669,O
iban:,O
gbiolmpv72765111189676,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nib,O
set,O
of,O
4,O
riedel,O
wine,O
100,O
each,O
2499,O
2499,O
10,O
2749,O
glasses,O
viognier,O
chardonnay,O
448/5,O
2,O
frosted,O
satin,O
wine,O
goblet,O
500,O
each,O
3200,O
16000,O
10,O
17600,O
glasses,O
crooked,O
stem,O
set,O
of,O
3,O
3,O
set,O
of,O
2,O
etched,O
hers,O
and,I-CLIENT_NAME
500,O
each,O
400,O
2000,O
10,O
2200,O
hers,O
too,O
wine,O
glasses,O
moonshine,O
still,O
8gal/30l,O
water,O
500,O
each,O
8999,O
44995,O
10,O
49495,O
alcohol,O
distiller,O
home,O
brew,O
wine,O
making,O
kit,O
3,O
pot,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
65494,O
6549,O
72043,O
total,O
65494,O
6549,O
72043,O
,
invoice,O
no:,O
86976994,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/02/2020,B-INVOICE_DATE
seller:,O
client:,O
williams,B-SELLER_NAME
inc,I-SELLER_NAME
gonzalez,O
taylor,I-CLIENT_NAME
and,I-CLIENT_NAME
gonzales,I-CLIENT_NAME
unit,B-SELLER_ADDRESS
4944,I-SELLER_ADDRESS
box,I-SELLER_ADDRESS
8966,I-SELLER_ADDRESS
usns,B-CLIENT_ADDRESS
arellano,I-CLIENT_ADDRESS
dpo,I-SELLER_ADDRESS
aa,I-SELLER_ADDRESS
65871,I-SELLER_ADDRESS
fpo,I-CLIENT_ADDRESS
ae,I-CLIENT_ADDRESS
47663,I-CLIENT_ADDRESS
tax,O
id:,O
965-92-9874,O
tax,O
id:,O
987-81-8294,O
iban:,O
gbsljhjr84532303560463,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
magnavox,O
odyssey,O
2,O
500,O
each,O
15500,O
77500,O
10,O
85250,O
microprocessor,O
console,O
system,O
w,O
joy,O
sticks,O
15,O
games,O
1978,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
77500,O
7750,O
85250,O
total,O
77500,O
7750,O
85250,O
,
invoice,O
no:,O
76330023,B-INVOICE_NUMBER
date,O
of,O
issue:,O
05/04/2018,B-INVOICE_DATE
seller:,O
client:,O
baker-jackson,B-SELLER_NAME
obrien,B-CLIENT_NAME
ltd,I-CLIENT_NAME
656,B-SELLER_ADDRESS
erica,I-SELLER_ADDRESS
hills,I-SELLER_ADDRESS
246,B-CLIENT_ADDRESS
huff,I-CLIENT_ADDRESS
forest,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
danielleborough,O
nv,I-SELLER_ADDRESS
55762,I-SELLER_ADDRESS
freemantown,O
nc,I-CLIENT_ADDRESS
87868,I-CLIENT_ADDRESS
tax,O
id:,O
950-81-6113,O
tax,O
id:,O
967-73-1985,O
iban:,O
gbozltfn50234175514194,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
custom,O
built,O
gaming,O
computer,O
200,O
each,O
21750,O
43500,O
10,O
47850,O
2,O
amd,O
custom,O
ryzen,O
5,O
quad,O
200,O
each,O
57499,O
1,O
14998,O
10,O
1,O
26498,O
core,O
gaming,O
pc,O
4.2ghz,O
computer,O
8gb,O
1tb,O
am4,O
ddr4,O
vega,O
11,O
3,O
hp,O
compaq,O
6200,O
pro,O
sff,O
500,O
each,O
11396,O
56980,O
10,O
62678,O
desktop,O
computer,O
pentium,O
windows,O
10,O
system,O
500gb,O
1tb,O
sama,O
rgb,O
gaming,O
pc,O
desktop,O
100,O
each,O
40000,O
40000,O
10,O
44000,O
computer,O
i5,O
3.7ghz,O
nvidia,O
gtx,O
1060,O
16gb,O
windows,O
10,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
2,O
55478,O
25548,O
2,O
81026,O
total,O
2,O
55478,O
25548,O
2,O
81026,O
,
invoice,O
no:,O
65095335,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/15/2017,B-INVOICE_DATE
seller:,O
client:,O
payne-davis,B-SELLER_NAME
flores,B-CLIENT_NAME
llc,I-CLIENT_NAME
2065,B-SELLER_ADDRESS
joshua,I-SELLER_ADDRESS
via,I-SELLER_ADDRESS
45998,B-CLIENT_ADDRESS
lance,I-CLIENT_ADDRESS
shores,I-CLIENT_ADDRESS
lake,I-SELLER_ADDRESS
chadmouth,O
tx,I-SELLER_ADDRESS
15224,I-SELLER_ADDRESS
martinchester,O
nh,I-CLIENT_ADDRESS
74633,I-CLIENT_ADDRESS
tax,O
id:,O
963-77-0670,O
tax,O
id:,O
946-95-4678,O
iban:,O
gbbzorrj16785128958323,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
15xl5,O
white,O
marble,O
chess,O
100,O
each,O
60000,O
60000,O
10,O
66000,O
top,O
table,O
carnelian,O
inlay,O
art,O
black,O
friday,O
gift,O
deco,O
2,O
antique,O
vintage,O
style,O
hand,O
200,O
each,O
13,O
00000,O
26,O
00000,O
10,O
28,O
60000,O
carved,O
table,O
unique,O
3,O
15x15,O
white,O
decorative,O
500,O
each,O
64577,O
3,O
22885,O
10,O
3,O
55173,O
coffee,O
table,O
top,O
lapis,O
lazuli,O
marquetery,O
patio,O
decor,O
6x3,O
white,O
marble,O
dining,O
table,O
200,O
each,O
40849,O
12,O
81698,O
10,O
14,O
09868,O
multi,O
inlay,O
floral,O
elephant,O
art,O
decor,O
h4952,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
42,O
64583,O
26458,O
46,O
91041,O
total,O
42,O
64583,O
4,O
26458,O
46,O
91041,O
top,O
,
invoice,O
no:,O
43883632,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/20/2020,B-INVOICE_DATE
seller:,O
client:,O
walker,O
serrano,I-SELLER_NAME
and,I-CLIENT_NAME
garcia,I-SELLER_NAME
chung,I-CLIENT_NAME
and,I-CLIENT_NAME
white,I-CLIENT_NAME
549,B-SELLER_ADDRESS
sarah,I-SELLER_ADDRESS
ranch,I-SELLER_ADDRESS
38508,B-CLIENT_ADDRESS
monroe,I-CLIENT_ADDRESS
stravenue,I-CLIENT_ADDRESS
katherinemouth,O
mt,I-CLIENT_ADDRESS
78476,I-SELLER_ADDRESS
greerton,O
mt,I-CLIENT_ADDRESS
81227,I-CLIENT_ADDRESS
tax,O
id:,O
962-70-6550,O
tax,O
id:,O
975-84-3342,O
iban:,O
gb76aiju54287378178772,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nintendo,O
64,O
n64,O
game,O
console,O
300,O
each,O
10000,O
30000,O
10,O
33000,O
system,O
controller,O
cords,O
working,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
30000,O
3000,O
33000,O
total,O
30000,O
3000,O
33000,O
wu,O
,
invoice,O
no:,O
29593215,B-INVOICE_NUMBER
date,O
of,O
issue:,O
11/20/2017,B-INVOICE_DATE
seller:,O
client:,O
hooper,B-SELLER_NAME
group,I-SELLER_NAME
washington,O
robertson,I-CLIENT_NAME
and,I-CLIENT_NAME
howard,I-CLIENT_NAME
41872,B-SELLER_ADDRESS
reid,I-SELLER_ADDRESS
stream,I-SELLER_ADDRESS
7964,B-CLIENT_ADDRESS
joyce,I-CLIENT_ADDRESS
highway,I-CLIENT_ADDRESS
north,I-SELLER_ADDRESS
richardtown,O
wv,I-SELLER_ADDRESS
79696,I-SELLER_ADDRESS
new,I-CLIENT_ADDRESS
jennifer,O
mn,I-CLIENT_ADDRESS
93902,I-CLIENT_ADDRESS
tax,O
id:,O
959-77-0149,O
tax,O
id:,O
961-86-4018,O
iban:,O
gb36kygw45822746301062,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nwt,O
modcloth,O
blue,O
floral,O
300,O
each,O
6500,O
19500,O
10,O
21450,O
formal,O
full,O
length,O
maxi,O
dress,O
2,O
christmas,O
dress,O
grace,O
karin,O
400,O
each,O
999,O
3996,O
10,O
4396,O
sleeveless,O
christmas,O
dress,O
red,O
black,O
size,O
large,O
3,O
lumiere,O
large,O
multicolored,O
300,O
each,O
499,O
1497,O
10,O
1647,O
orange,O
short,O
dress,O
nwt,O
papaya,O
floral,O
dress,O
medium,O
100,O
each,O
900,O
900,O
10,O
990,O
blue,O
white,O
5,O
women,O
black,O
dress,O
mori,O
girl,O
100,O
each,O
1399,O
1399,O
10,O
1539,O
puff,O
sleeve,O
korean,O
casual,O
loose,O
peter,O
pan,O
collar,O
boden,O
black,O
blue,O
floral,O
short,O
400,O
each,O
3699,O
14796,O
10,O
16276,O
sleeve,O
dress,O
size,O
6,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
42088,O
4209,O
46297,O
total,O
42088,O
4209,O
46297,O
,
invoice,O
no:,O
13337063,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/15/2014,B-INVOICE_DATE
seller:,O
client:,O
martin,B-SELLER_NAME
and,I-CLIENT_NAME
sons,I-SELLER_NAME
cooper,O
carr,I-CLIENT_NAME
and,I-CLIENT_NAME
graham,I-CLIENT_NAME
51103,B-SELLER_ADDRESS
oliver,I-SELLER_ADDRESS
summit,I-SELLER_ADDRESS
3670,B-CLIENT_ADDRESS
webb,I-CLIENT_ADDRESS
run,I-CLIENT_ADDRESS
ericaland,O
tn,I-SELLER_ADDRESS
90199,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
christina,O
pa,I-CLIENT_ADDRESS
54835,I-CLIENT_ADDRESS
tax,O
id:,O
904-91-7058,O
tax,O
id:,O
910-76-1722,O
iban:,O
gbs7cocz95505435222601,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
antique,O
vintage,O
style,O
hand,O
500,O
each,O
13,O
00000,O
65,O
00000,O
10,O
71,O
50000,O
carved,O
table,O
unique,O
2,O
nugget,O
play,O
couch,O
dew,O
drop,O
400,O
each,O
55000,O
2,O
20000,O
10,O
2,O
42000,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
67,O
20000,O
72000,O
73,O
92000,O
total,O
67,O
20000,O
6,O
72000,O
73,O
92000,O
,
invoice,O
no:,O
92802196,B-INVOICE_NUMBER
date,O
of,O
issue:,O
04/09/2017,B-INVOICE_DATE
seller:,O
client:,O
cruz-rice,B-SELLER_NAME
phillips,B-CLIENT_NAME
group,I-CLIENT_NAME
7462,B-SELLER_ADDRESS
gregory,I-SELLER_ADDRESS
bridge,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
646,I-SELLER_ADDRESS
710,B-CLIENT_ADDRESS
lindsey,I-CLIENT_ADDRESS
trace,I-CLIENT_ADDRESS
cummingsland,O
or,I-SELLER_ADDRESS
77232,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
beckyberg,O
ia,I-CLIENT_ADDRESS
98371,I-CLIENT_ADDRESS
tax,O
id:,O
958-81-8259,O
tax,O
id:,O
949-90-8020,O
iban:,O
gbziwgrx66264978614845,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1,O
the,O
art,O
of,O
glen,O
loates,O
400,O
each,O
608,O
2432,O
10,O
2675,O
2,O
signed,O
the,O
hot,O
zone,O
a,O
400,O
each,O
15000,O
60000,O
10,O
66000,O
terrifying,O
true,O
richard,O
preston,O
hcdj,O
first,O
edition,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
62432,O
6243,O
68675,O
total,O
62432,O
6243,O
68675,O
story,O
,
invoice,O
no:,O
61264237,B-INVOICE_NUMBER
date,O
of,O
issue:,O
10/25/2020,B-INVOICE_DATE
seller:,O
client:,O
larson,O
jones,I-SELLER_NAME
and,I-SELLER_NAME
liu,I-SELLER_NAME
cisneros,B-CLIENT_NAME
group,I-CLIENT_NAME
4154,B-SELLER_ADDRESS
jennifer,I-SELLER_ADDRESS
vista,I-SELLER_ADDRESS
81225,B-CLIENT_ADDRESS
steven,I-CLIENT_ADDRESS
street,I-CLIENT_ADDRESS
tracyfort,O
mn,I-SELLER_ADDRESS
65215,I-SELLER_ADDRESS
kerrmouth,O
ny,I-CLIENT_ADDRESS
78258,I-CLIENT_ADDRESS
tax,O
id:,O
916-74-1494,O
tax,O
id:,O
990-87-1503,O
iban:,O
gb6ghbkr40305240693626,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
lilly,O
pulitzer,O
lillywood,O
california,O
300,O
each,O
7600,O
22800,O
10,O
25080,O
8,O
shift,O
dress,O
2,O
rm,O
richards,O
womans,O
100,O
each,O
2999,O
2999,O
10,O
3299,O
blue,O
dress,O
with,O
rhinestone,O
accent,O
short,O
sleeves,O
sz,O
16w,O
nwt,O
3,O
large,O
blue,O
long,O
sleeve,O
fit,O
400,O
each,O
099,O
396,O
10,O
436,O
flare,O
dress,O
elastic,O
waist,O
crochet,O
detail,O
bohemian,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
26195,O
2620,O
28815,O
total,O
26195,O
2620,O
28815,O
,
invoice,O
no:,O
47703225,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/18/2018,B-INVOICE_DATE
seller:,O
client:,O
lee,B-SELLER_NAME
and,I-SELLER_NAME
sons,I-SELLER_NAME
green,B-CLIENT_NAME
ltd,I-CLIENT_NAME
1659,B-SELLER_ADDRESS
becker,I-SELLER_ADDRESS
row,I-SELLER_ADDRESS
352,B-CLIENT_ADDRESS
hull,I-CLIENT_ADDRESS
shoal,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
141,I-CLIENT_ADDRESS
port,I-CLIENT_ADDRESS
todd,O
pa,I-SELLER_ADDRESS
90063,I-SELLER_ADDRESS
port,I-CLIENT_ADDRESS
amanda,O
nj,I-CLIENT_ADDRESS
61380,I-CLIENT_ADDRESS
tax,O
id:,O
991-83-3935,O
tax,O
id:,O
970-79-2957,O
iban:,O
gb33nhqz56657576499073,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
54,O
inches,O
marble,O
dinning,O
table,O
400,O
each,O
4,O
45200,O
17,O
80800,O
10,O
19,O
58880,O
top,O
hand,O
crafted,O
reception,O
table,O
home,O
furniture,O
2,O
36,O
inches,O
marble,O
meeting,O
table,O
400,O
each,O
1,O
37625,O
5,O
50500,O
10,O
05550,O
top,O
inlay,O
dinning,O
table,O
with,O
red,O
jasper,O
stone,O
art,O
3,O
18x18,O
white,O
marble,O
200,O
each,O
1,O
04595,O
2,O
09190,O
10,O
2,O
30109,O
coffee,O
table,O
carnelian,O
pietradura,O
floral,O
interior,O
art,O
24x24,O
white,O
marble,O
top,O
100,O
each,O
2,O
78800,O
2,O
78800,O
10,O
3,O
06680,O
counter,O
table,O
18,O
tall,O
multi,O
color,O
stone,O
elephant,O
art,O
5,O
60,O
inches,O
round,O
marble,O
hall,O
400,O
each,O
5,O
75600,O
23,O
02400,O
10,O
25,O
32640,O
table,O
top,O
hand,O
inlaid,O
dinning,O
table,O
with,O
elegant,O
art,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
51,O
21690,O
5,O
12169,O
56,O
33859,O
total,O
51,O
21690,O
5,O
12169,O
56,O
33859,O
top,O
,
invoice,O
no:,O
43417184,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/15/2017,B-INVOICE_DATE
seller:,O
client:,O
johnson,O
frye,I-SELLER_NAME
and,I-SELLER_NAME
jones,I-SELLER_NAME
garner-robinson,B-CLIENT_NAME
986,B-SELLER_ADDRESS
jacob,I-SELLER_ADDRESS
common,I-SELLER_ADDRESS
54313,B-CLIENT_ADDRESS
scott,I-CLIENT_ADDRESS
drive,I-CLIENT_ADDRESS
rodrigueztown,O
ne,I-SELLER_ADDRESS
91278,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
emilyburgh,O
me,I-CLIENT_ADDRESS
01916,I-CLIENT_ADDRESS
tax,O
id:,O
925-77-5397,O
tax,O
id:,O
928-92-0135,O
iban:,O
gb83zoym71778356681564,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
lego,O
star,O
wars,O
minifigures,O
300,O
each,O
298,O
894,O
10,O
983,O
stormtrooper,O
darth,O
vader,O
yoda,O
obi,O
van,O
mandalorian,O
new,O
2,O
nike,O
sb,O
dunk,O
high,O
x,O
concepts,O
200,O
each,O
10000,O
20000,O
10,O
22000,O
kids,O
size,O
3,O
ugly,O
sweater,O
2017,O
pre,O
school,O
ao1557-446,O
3,O
nike,O
air,O
jordan,O
1,O
mid,O
obsidian,O
400,O
each,O
2499,O
9996,O
10,O
10996,O
640735-174,O
toddler,O
kids,O
children,O
size,O
8c,O
blue,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
30890,O
3089,O
33979,O
total,O
30890,O
3089,O
33979,O
,
invoice,O
no:,O
14778207,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/06/2017,B-INVOICE_DATE
seller:,O
client:,O
allen,B-SELLER_NAME
inc,I-SELLER_NAME
caldwell,O
ortega,I-CLIENT_NAME
and,I-CLIENT_NAME
adams,I-CLIENT_NAME
3344,B-SELLER_ADDRESS
candace,I-SELLER_ADDRESS
crossroad,I-SELLER_ADDRESS
205,B-CLIENT_ADDRESS
glenn,I-CLIENT_ADDRESS
fork,I-CLIENT_ADDRESS
harmonton,O
fl,I-SELLER_ADDRESS
43347,I-SELLER_ADDRESS
alyssaberg,O
ms,I-CLIENT_ADDRESS
00939,I-CLIENT_ADDRESS
tax,O
id:,O
989-70-9478,O
tax,O
id:,O
924-91-4797,O
iban:,O
gb3odmsa40554066713364,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1,O
24x24,O
white,O
marble,O
400,O
each,O
2,O
78800,O
11,O
15200,O
10,O
12,O
26720,O
counter,O
table,O
18,O
tall,O
multi,O
color,O
stone,O
elephant,O
art,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
11,O
15200,O
1,O
11520,O
12,O
26720,O
total,O
11,O
15200,O
1,O
11520,O
12,O
26720,O
top,O
,
invoice,O
no:,O
36529974,B-INVOICE_NUMBER
date,O
of,O
issue:,O
07/22/2017,B-INVOICE_DATE
seller:,O
client:,O
harrell,B-SELLER_NAME
llc,I-SELLER_NAME
morris,O
trujillo,I-CLIENT_NAME
and,I-CLIENT_NAME
rhodes,I-CLIENT_NAME
psc,B-SELLER_ADDRESS
0847,O
box,I-SELLER_ADDRESS
3566,I-SELLER_ADDRESS
94196,B-CLIENT_ADDRESS
hill,I-CLIENT_ADDRESS
viaduct,I-CLIENT_ADDRESS
apo,I-SELLER_ADDRESS
ap,I-SELLER_ADDRESS
46389,I-SELLER_ADDRESS
south,I-CLIENT_ADDRESS
sandraton,O
la,I-CLIENT_ADDRESS
93818,I-CLIENT_ADDRESS
tax,O
id:,O
958-86-9026,O
tax,O
id:,O
974-99-2797,O
iban:,O
gb66azev98038097038774,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
hp,O
prodesk,O
600,O
64,O
desktop,O
100,O
each,O
59999,O
59999,O
10,O
65999,O
computer,O
6-core,O
i7-8700t,O
16gb,O
512gb,O
ssd,O
winlo,O
pro,O
64bi,O
2,O
lenovo,O
c2o-oo_.all,O
in,O
one,O
300,O
each,O
27764,O
83292,O
10,O
91621,O
desktop,O
computer,O
with,O
wireless,O
mouse,O
3,O
fast,O
dell,O
optiplex,O
windows,O
10,O
100,O
each,O
8995,O
8995,O
10,O
9895,O
desktop,O
computer,O
tower,O
pc,O
core,O
i3,O
3.1ghz,O
4gb,O
320gb,O
dell,O
optiplex,O
sff,O
desktop,O
400,O
each,O
8999,O
35996,O
10,O
39596,O
computer,O
windows,O
10,O
4gb,O
160gb,O
5,O
hp,O
ail-in-one,O
computer,O
22,O
100,O
each,O
44999,O
44999,O
10,O
49499,O
full-hd,O
display,O
intel,O
2.90ghz,O
4gb,O
1tb,O
hd,O
winlo,O
teal,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
2,O
33281,O
23328,O
2,O
56609,O
total,O
2,O
33281,O
23328,O
2,O
56609,O
,
invoice,O
no:,O
81296657,B-INVOICE_NUMBER
date,O
of,O
issue:,O
09/14/2018,B-INVOICE_DATE
seller:,O
client:,O
schmidt-fitzgerald,B-SELLER_NAME
gordon-james,B-CLIENT_NAME
866,B-SELLER_ADDRESS
nicholas,I-SELLER_ADDRESS
cliff,I-SELLER_ADDRESS
apt:,O
842,I-SELLER_ADDRESS
85816,B-CLIENT_ADDRESS
barnes,I-CLIENT_ADDRESS
prairie,I-CLIENT_ADDRESS
apt.,I-CLIENT_ADDRESS
101,I-CLIENT_ADDRESS
robertfurt,O
in,I-SELLER_ADDRESS
29490,I-SELLER_ADDRESS
port,I-CLIENT_ADDRESS
matthew,O
ms,I-CLIENT_ADDRESS
47751,I-CLIENT_ADDRESS
tax,O
id:,O
986-79-2527,O
tax,O
id:,O
905-99-8467,O
iban:,O
gb98hxbco9528194943886,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
sega,O
v,O
saturn,O
victor,O
console,O
500,O
each,O
11999,O
59995,O
10,O
65994,O
rg-jxl,O
gray,O
tested,O
working,O
japan,O
2,O
nintendo,O
nes,O
system,O
console,O
400,O
each,O
11499,O
45996,O
10,O
50596,O
choose,O
your,O
super,O
mario,O
game,O
bundle,O
new,O
72,O
pin,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
1,O
05991,O
10599,O
1,O
16590,O
total,O
1,O
05991,O
10599,O
1,O
16590,O
,
invoice,O
no:,O
25698672,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/01/2015,B-INVOICE_DATE
seller:,O
client:,O
gordon,O
alvarado,I-SELLER_NAME
and,I-SELLER_NAME
jones,I-SELLER_NAME
manning-ho,B-CLIENT_NAME
943,B-SELLER_ADDRESS
sean,I-SELLER_ADDRESS
park,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
284,I-SELLER_ADDRESS
92026,B-CLIENT_ADDRESS
michael,I-CLIENT_ADDRESS
terrace,I-CLIENT_ADDRESS
apt.,I-CLIENT_ADDRESS
138,I-CLIENT_ADDRESS
north,I-SELLER_ADDRESS
derrick,O
or,I-SELLER_ADDRESS
67536,I-SELLER_ADDRESS
west,I-CLIENT_ADDRESS
michael,I-CLIENT_ADDRESS
il,I-CLIENT_ADDRESS
42693,I-CLIENT_ADDRESS
tax,O
id:,O
936-79-2794,O
tax,O
id:,O
960-85-1578,O
iban:,O
gb4zjkat88391563723291,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
ccna,O
200-301,O
50,O
gb,O
aug,O
2020,O
500,O
each,O
199,O
995,O
10,O
1094,O
cisco,O
video/official,O
books/exam,O
dumps/licences,O
2,O
tales,O
from,O
the,O
buffalo,O
bills,O
500,O
each,O
550,O
2750,O
10,O
3025,O
3,O
boy,O
who,O
grew,O
up,O
eating,O
400,O
each,O
1950,O
7800,O
10,O
8580,O
nightmare,O
its,O
to,O
not,O
be,O
okay,O
picturebook,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
11545,O
1155,O
12700,O
total,O
11545,O
1155,O
12700,O
okay,O
,
invoice,O
no:,O
10817861,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/09/2020,B-INVOICE_DATE
seller:,O
client:,O
hughes-jones,B-SELLER_NAME
shaw,O
williams,I-CLIENT_NAME
and,I-CLIENT_NAME
johnston,I-CLIENT_NAME
565,B-SELLER_ADDRESS
michael,I-SELLER_ADDRESS
cape,I-SELLER_ADDRESS
apt:,O
347,I-SELLER_ADDRESS
08089,B-CLIENT_ADDRESS
arnold,I-CLIENT_ADDRESS
trail,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
577,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
brianside_,O
de,I-SELLER_ADDRESS
28251,I-SELLER_ADDRESS
west,I-CLIENT_ADDRESS
valerieland,O
ms,I-CLIENT_ADDRESS
52039,I-CLIENT_ADDRESS
tax,O
id:,O
905-82-3364,O
tax,O
id:,O
949-85-0610,O
iban:,O
gbs8xssco5650878610110,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
yilong,O
4x6,O
golden,O
handmade,O
300,O
each,O
3,O
60000,O
10,O
80000,O
10,O
11,O
88000,O
area,O
carpet,O
tribal,O
hand,O
knotted,O
silk,O
rugs,O
074b,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
10,O
80000,O
1,O
08000,O
11,O
88000,O
total,O
10,O
80000,O
1,O
08000,O
11,O
88000,O
,
invoice,O
no:,O
59932057,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/17/2021,B-INVOICE_DATE
seller:,O
client:,O
navarro-jensen,B-SELLER_NAME
jones,B-CLIENT_NAME
inc,I-CLIENT_NAME
092,B-SELLER_ADDRESS
david,I-SELLER_ADDRESS
plains,I-SELLER_ADDRESS
apt:,O
475,I-SELLER_ADDRESS
31107,B-CLIENT_ADDRESS
nicholas,I-CLIENT_ADDRESS
crest,I-CLIENT_ADDRESS
apt:,O
286,I-CLIENT_ADDRESS
williamsonport,O
nm,I-SELLER_ADDRESS
97897,I-SELLER_ADDRESS
tammyfurt,O
ri,I-CLIENT_ADDRESS
24469,I-CLIENT_ADDRESS
tax,O
id:,O
930-91-8783,O
tax,O
id:,O
984-73-8910,O
iban:,O
gbsajpdr27618813241451,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
marquetry,O
art,O
marble,O
inlay,O
500,O
each,O
2,O
86000,O
14,O
30000,O
10,O
15,O
73000,O
table,O
top,O
octagon,O
dinning,O
table,O
home,O
assent,O
48,O
inches,O
2,O
30,O
inches,O
floral,O
art,O
inlaid,O
coffee,O
100,O
each,O
84000,O
84000,O
10,O
92400,O
table,O
top,O
round,O
marble,O
island,O
table,O
home,O
deco,O
3,O
36,O
agate,O
center,O
dining,O
table,O
200,O
each,O
1,O
49000,O
2,O
98000,O
10,O
3,O
27800,O
top,O
precious,O
stone,O
hallway,O
furniture,O
decors,O
a026,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
18,O
12000,O
1,O
81200,O
19,O
93200,O
total,O
18,O
12000,O
1,O
81200,O
19,O
93200,O
,
invoice,O
no:,O
59336079,B-INVOICE_NUMBER
date,O
of,O
issue:,O
01/09/2012,B-INVOICE_DATE
seller:,O
client:,O
perry,O
brown,I-SELLER_NAME
and,I-SELLER_NAME
hudson,I-SELLER_NAME
rogers-brown,B-CLIENT_NAME
2180,B-SELLER_ADDRESS
huffman,I-SELLER_ADDRESS
curve,I-SELLER_ADDRESS
uss,B-CLIENT_ADDRESS
kaufman,I-CLIENT_ADDRESS
jackville,O
nd,I-SELLER_ADDRESS
