invoice_details,line_items,summary
"Invoice Number: 79426901, Date: 02/09/2015, Seller: , Client: morrison hernandez and hayes perez plc 6606 dunn psc 0469 box 8452 lake sarah id 19002 apo aa 24755",N/A,net worth vat gross worth amd custom built quad core 500 each 59999 2 99995 10 3 29995 ryzen 5 gaming pc computer 8gb ddr4 vega 11 ssd 2 custom build dell desktop 500 each 9900 49500 10 54450 computer i5 16gb 2tb ssd windows 10 pc wifi dvd 3 dell desktop computer intel 400 each 24024 96096 10 1 05706 core i5 windows 10 pro 64 250gb 3.1ghz 4gb ram dell optiplex 390 sff computer 500 each 5995 29975 10 32973 windows pro i3 3.1oghz 4gb ram 232gb hdd 5 clearance fast dell desktop 100 each 20900 20900 10 22990 computer pc dual core windows 10 4/8/16gb ram gaming pc desktop computer 300 each 80999 2 42997 10 2 67297 intel i7 rgb gtx 1660 16gb ram 2tb hdd 480gb ssd summary vat net worth vat gross worth 10 7 39463 73946 8 13409 total 7 39463 73946 8 13409 alley
"Invoice Number: 14037981, Date: 04/13/2021, Seller: , Client: williams moore and wang berg lang and maynard 6912 gonzalez parks 6481 brenda mills lake petermouth id 35934 medinaville ar 71900",N/A,net worth vat gross worth nwt 1200 .crew silk chiffon 100 each 29500 29500 10 32450 ivory wedding dress with beading 2 vintage agb black velvet maxi 300 each 6996 20988 10 23087 dress mandarin collar summary vat net worth vat gross worth 10 50488 5049 55537 total 50488 5049 55537
"Invoice Number: 61965030, Date: 10/11/2016, Seller: , Client: rodriguez morales and rogers daniels-farrell 293 jones inlet 034 martin curve north hannahhaven sc 16881 east thomasmouth mt 23614",N/A,net worth vat gross worth 1 the messiah 400 each 449 1796 10 1976 2 the wim hof method activate 100 each 422 422 10 464 your potential transcend your limitspodd 3 the last kings of shanghai by 400 each 299 1196 10 1316 jonathan kaufman summary vat net worth vat gross worth 10 3414 341 3755 total 3414 341 3755
"Invoice Number: 91134042, Date: 02/12/2013, Seller: , Client: stone lopez and harding york-crawford psc 5956 box 4341 087 garcia highway apo ae 11468 south jerry az 34241",N/A,net worth vat gross worth 1. little boys size 2 son of mars 300 each 1900 5700 10 6270 jordan 2 adidas originals kids stan smith 300 each 1200 3600 10 3960 white green toddler boy girl us 9 summary vat net worth vat gross worth 10 9300 930 10230 total 9300 930 10230
"Invoice Number: 81972673, Date: 08/13/2014, Seller: , Client: dickerson-burgess baxter-gonzalez 6625 scott club suite 247 1903 katrina brooks east dannyville vt 74376 west allisonchester in 44744",N/A,net worth vat gross worth miley cyrus bubble dress 300 each 1600 4800 10 5280 2 vintage 90s sostanza plus size 500 each 4996 24980 10 27478 dress 22w floral cottagecore 3 pas de calais dress womens 100 each 995 995 10 1094 size 36 matilda jane womans lets go 200 each 1960 3920 10 4312 together black knit dress size m medium nwt 5 lands end womens 3/4 sleeve 200 each 2123 4246 10 4671 dress plus 3x navy blue floral cotton knit 482038 summary vat net worth vat gross worth 10 38941 3894 42835 total 38941 3894 42835
"Invoice Number: 75299595, Date: 06/03/2011, Seller: , Client: cox bell and rodriguez jackson group 2621 osborn walk suite 041 88641 patrick ports suite 993 east sheila nj 06414 erinfort tx 62441",N/A,net worth vat gross worth 1 chef wine bottle holder 200 each 6595 13190 10 14509 2 9.5 inch dinosaur bones wine 100 each 2400 2400 10 2640 bottle holder mdesign metal wine rack 400 each 2299 9196 10 10116 storage organizer 6 bottles chrome summary vat net worth vat gross worth 10 24786 2479 27265 total 24786 2479 27265
"Invoice Number: 84777898, Date: 06/02/2017, Seller: , Client: byrd plc palmer llc 5954 stewart isle suite 748 321 sarah forge south sarahshire dc 77638 north elizabeth ky 13557",N/A,net worth vat gross worth 1. vintage cobalt blue spiral 100 each 3000 3000 10 3300 stemmed wine glasses pair 2 1pc tricycle shape red wine 500 each 3213 16065 10 17672 rack cocktail holder wine display rack for home bar 3 wine glass european style wine 300 each 3179 9537 10 10491 glass rack for home kitchen bar restaurant summary vat net worth vat gross worth 10 28602 2860 31462 total 28602 2860 31462
"Invoice Number: 59781795, Date: 01/12/2017, Seller: , Client: rosales-perry bender burgess and king 8790 benjamin village apt. 620 676 ellis club glennshire hi 73091 johnborough oh 90960",N/A,net worth vat gross worth nwot italian dress grey black 400 each 4499 17996 10 19796 size xs made in italy summary vat net worth vat gross worth 10 17996 1800 19796 total 17996 1800 19796
"Invoice Number: 61356291, Date: 09/06/2012, Seller: , Client: chapman kim and green rodriguez-stevens 64731 james branch 2280 angela plain smithmouth nc 26872 hortonshire ms 93248",N/A,net worth vat gross worth wine glasses goblets pair clear 500 each 1200 6000 10 6600 glass 2 with hooks stemware storage 400 each 2808 11232 10 12355 multiple uses iron wine rack hanging glass 3 replacement corkscrew parts 100 each 750 750 10 825 spiral worm wine opener bottle houdini home essentials gradient 100 each 1299 1299 10 1429 stemless wine glasses set of 20 fl oz 591 ml new summary vat net worth vat gross worth 10 19281 1928 21209 total 19281 1928 21209
"Invoice Number: 69087856, Date: 02/20/2020, Seller: , Client: escobar plc james plc 495 renee rapids suite 734 57217 william island north steventon ia 72052 galvanport dc 83927",N/A,net worth vat gross worth yellow stone royal art marble 400 each 75600 27 02400 10 29 72640 dinning table top round garden table top 60 inches summary vat net worth vat gross worth 10 27 02400 2 70240 29 72640 total 27 02400 2 70240 29 72640
"Invoice Number: 51385584, Date: 11/08/2012, Seller: , Client: nelson ltd garcia navarro and rocha 89481 gregory passage 60681 jack avenue apt: 553 west matthew nd 41895 north melanie co 89549",N/A,net worth vat gross worth 1. sony playstation 3 ps3 super 400 each 9995 39980 10 43978 slim black console 20 gb tested console cables 2 sony playstation 3 500gb 500 each 7500 37500 10 41250 charcoal black console system with box cech 4001c 3 playstation 5 console disc 100 each 89999 89999 10 98999 version preorderc nintendo switch lite gray 200 each 13500 27000 10 29700 console only no accessories or charger b5-3 5 anbernic retro games 500 in 1 400 each 125 500 10 550 8 bit classic video game console handheld player sega saturn console gray 500 each 11998 59990 10 65989 hst-3200 hst-3210 japanese summary vat net worth vat gross worth 10 2 54969 25497 2 80466 total 2 54969 25497 2 80466
"Invoice Number: 91059347, Date: 12/03/2019, Seller: , Client: heath-ballard simpson-pitts 113 michelle squares usns rodriguez lake ryan wi 95767 fpo aa 36755",N/A,net worth vat gross worth 1. leeds wine companion bottle 400 each 750 3000 10 3300 corkscrew opener gift box set with foil cutter 2 confetti wine glass 200 each 1500 3000 10 3300 3 cuisinart stainless steel electric 400 each 1990 7960 10 8756 wine opener cwo-25 brand new in the box wine rack holder iron art 200 each 1875 3750 10 4125 hanging racks glass cup stemware shelf mounted 2 color 5 wine bottle holder from costa 200 each 500 1000 10 1100 rica has a parrot painted on it summary vat net worth vat gross worth 10 18710 1871 20581 total 18710 1871 20581
"Invoice Number: 64713590, Date: 03/02/2017, Seller: , Client: wang-tran larson-hill 13467 jeffrey pines psc 9881 box 7606 north madeline nm 37184 apo ae 92829",N/A,net worth vat gross worth 1. fast dell optiplex windows 10 200 each 11995 23990 10 26389 pro desktop computer dual core 6gb 160gb dvd wifi 2 optiplex desktop computer pc 500 each 15730 78650 10 86515 intel core 2 duo 4gb memory 160gb hard summary vat net worth vat gross worth 10 1 02640 10264 1 12904 total 1 02640 10264 1 12904
"Invoice Number: 93559969, Date: 11/14/2017, Seller: , Client: taylor group ashley-cook 42883 david squares suite 650 14925 gabriel ridge apt: 801 martinezfort ga 10037 north theresaport md 19569",N/A,net worth vat gross worth ugg australia girls classic 100 each 7999 7999 10 8799 short red hearts boots 3 youth new 2 under armour kids lockdown 400 each 1999 7996 10 8796 4 basketball black/red/white youth sneakers: sz 12k summary vat net worth vat gross worth 10 15995 1599 17594 total 15995 1599 17594
"Invoice Number: 30126821, Date: 11/27/2014, Seller: , Client: stewart arias and nguyen holt-snow 71412 reed flats 43329 gentry landing suite 524 jeromeburgh id 25524 hortonside nh 74585",N/A,net worth vat gross worth carnelian stone inlay art marble 300 each 22525 67575 10 74333 coffee table top white corner table 14 inches 2 multi color stones inlay art 500 each 51750 2 58750 10 2 84625 coffee table top marble patio sofa table 27 inches 3 18 handmade white chess 300 each 52500 1 57500 10 1 73250 table inlaid mosaic gemstone art halloween gift art summary vat net worth vat gross worth 10 4 83825 48383 5 32208 total 4 83825 48383 5 32208 top
"Invoice Number: 91451938, Date: 10/27/2018, Seller: , Client: webb-short lee llc 35094 wright club 79572 pruitt plains steinstad tn 57511 lake danielstad nj 20722",N/A,net worth vat gross worth new rgb quad core gaming pc 400 each 29999 1 19996 10 1 31996 desktop computer 4.2 ghz 500 8gb ram win 10 wifi summary vat net worth vat gross worth 10 1 19996 12000 1 31996 total 1 19996 12000 1 31996
"Invoice Number: 66525750, Date: 02/19/2016, Seller: , Client: thompson-smith gonzales ltd uss castro 47746 emily pass apt. 719 fpo ap 23075 port jodimouth hi 95943",N/A,net worth vat gross worth 16 inches marble corner table 300 each 23800 71400 10 78540 top inlay coffee table with multi color gemstones 2 24 marble white coffee top 200 each 91817 1 83634 10 2 01997 table inlay lapis stone furniture indoor decor w045 3 blue shiny stone floral art 400 each 3 96000 15 84000 10 17 42400 dinning table top marble kitchen table top 48 inches 24x24 white marble top 500 each 2 78800 13 94000 10 15 33400 counter table 18 tall multi color stone elephant art summary vat net worth vat gross worth 10 32 33034 3 23303 35 56337 total 32 33034 3 23303 35 56337
"Invoice Number: 81321189, Date: 10/20/2014, Seller: , Client: mcgee butler and zuniga williams-patel usns mayo 77998 erica pass fpo ae 12553 new joanne me 06722",N/A,net worth vat gross worth 1. 5 youth boys big kids nike 100 each 8999 8999 10 9899 jordan 6-17-23 basketball white red black 428818 100 2 3 boys sneakers light up size 11 400 each 300 1200 10 1320 3 ricosta bge boys everyday 400 each 4500 18000 10 19800 casual sandals new size 33/ us dc kids turbo skate shoe little 400 each 5500 22000 10 24200 kid/big kid color black summary vat net worth vat gross worth 10 50199 5020 55219 total 50199 5020 55219
"Invoice Number: 89559338, Date: 05/16/2012, Seller: , Client: henderson-diaz arroyo-fletcher 90336 reynolds inlet apt: 223 3529 harris plains suite 975 west tammy wi 40412 richardfurt nv 89323",N/A,net worth vat gross worth presale microsoft xbox series x 400 each 65500 2 62000 10 2 88200 1tb black console confirmed order free shipping 2 nintendo 2ds console blue 200 each 5499 10998 10 12098 japan model combine shipping available 2 summary vat net worth vat gross worth 10 2 72998 27300 3 00298 total 2 72998 27300 3 00298
"Invoice Number: 83237973, Date: 05/03/2018, Seller: , Client: keller-hahn watson-hartman 01755 paul ridge apt: 409 821 ian land north lisa mn 42859 jeremiahview mo 88145",N/A,net worth vat gross worth b310 nintendo 3ds console 500 each 1199 5995 10 6595 cosmo black japan b401 nintendo 3ds console 100 each 1399 1399 10 1539 aqua blue japan summary vat net worth vat gross worth 10 7394 739 8133 total 7394 739 8133
"Invoice Number: 76702963, Date: 10/22/2012, Seller: , Client: meyer inc white-daniel unit 7788 box 6994 4814 murphy spring suite 768 dpo ap 52715 new richardtown nh 91011",N/A,net worth vat gross worth timberland brown slip on shoes 200 each 200 400 10 440 size 4.5 juniors 2 dc kids turbo skate shoe little 100 each 5500 5500 10 6050 kid/big kid color whiteiroyal 3 jordan hydro 2 td-child size 400 each 575 2300 10 2530 10c kid shoes 500 each 5000 25000 10 27500 summary vat net worth vat gross worth 10 33200 3320 36520 total 33200 3320 36520
"Invoice Number: 98605220, Date: 03/17/2016, Seller: , Client: hernandez green and lloyd matthews-roman 92340 gonzalez greens 0773 claudia mountain apt: 279 west patrick co 12332 chenstad co 51180",N/A,net worth vat gross worth book: the lee-enfield by ian 100 each 9495 9495 10 10445 skennerton- signed edition 2 basic river canoeing 300 each 489 1467 10 1614 hekate soteira a study of 100 each 2412 2412 10 2653 hekates role in the chaldean oracles and related_ motorcycle journeys through 300 each 600 1800 10 1980 north america a guide for choosing and planning:_ summary vat net worth vat gross worth 10 15174 1517 16691 total 15174 1517 16691
"Invoice Number: 85265380, Date: 05/14/2013, Seller: , Client: johnson llc hebert ltd 8687 franklin plaza 74511 washington wells suite 836 new andreaport oh 13780 floresberg pa 25369",N/A,net worth vat gross worth sony playstation2 console 300 each 4500 13500 10 14850 scph-39000 aqua color tested 11181 2 nintendo 64 charcoal grey 200 each 8500 17000 10 18700 console with original cables controller nfl game 3 nintendo dsoriginal ntr-001 300 each 099 297 10 327 console camouflage tested works ex playstation ps vita console 300 each 14998 44994 10 49493 pch-1oooabo4 pch-1oo0 sapphire blue 4gb 001904 summary vat net worth vat gross worth 10 75791 7579 83370 total 75791 7579 83370 day
"Invoice Number: 72481334, Date: 08/18/2013, Seller: , Client: bridges inc fleming hopkins and ward 2761 johnson loaf suite 806 48630 marcus stravenue mikeland dc 25765 north jacobmouth me 89819",N/A,net worth vat gross worth 1. nintendo switch lite yellow 200 each 13500 27000 10 29700 console only no accessories or charger b1-2 2 microsoft xbox one s 1tb 200 each 21999 43998 10 48398 console system model 1681 w/ one controller cables 3 playstation 5 console 100 each 49999 49999 10 54999 white disc version confirmed pre order pss summary vat net worth vat gross worth 10 1 20997 12100 1 33097 total 1 20997 12100 1 33097 sony
"Invoice Number: 45687667, Date: 12/21/2013, Seller: , Client: lewis and sons phillips plc 920 tina camp suite 618 561 michael terrace north dennis ne 38283 elizabethside wi 75878",N/A,net worth vat gross worth 1. 1-4 seater general elastic 200 each 099 198 10 218 fabric protector sofa covers couch slipcovers stretch 2 24x24 marble real white 400 each 2 50000 10 00000 10 11 00000 coffee table lapis marquetry floral christmas gift 3 18x18 white hand curved 500 each 47522 2 37610 10 2 61371 coffee table inlay decorative gift for her wedding summary vat net worth vat gross worth 10 12 37808 23781 13 61589 total 12 37808 1 23781 13 61589 top top
"Invoice Number: 94041746, Date: 10/16/2011, Seller: , Client: jones carroll and carpenter rogers plc 344 annette crest apt: 096 6178 williams locks new valeriefort ca 95292 estradaland in 89823",N/A,net worth vat gross worth 1. harry potter hogwarts adult 200 each 1748 3496 10 3846 child robe cloak halloween cos costumes party xmas 2 6 pairs of jordans size ty 200 each 13000 26000 10 28600 3 kid shoes soccer 500 each 2400 12000 10 13200 lands end kids boys snow 200 each 950 1900 10 2090 winter boots size 5 blue warm zip up easy on easy off 5 jordan 10 retro fusion red size 100 each 6000 6000 10 6600 6y diadora youth boys avanti md 400 each 1999 7996 10 8796 jr soccer cleats size 2.5 yellow black new summary vat net worth vat gross worth 10 57392 5739 63131 total 57392 5739 63131
"Invoice Number: 71433151, Date: 12/16/2020, Seller: , Client: watson-white sanchez ltd 43174 york plains usns brown melissaton dc 62123 fpo ap 58768",N/A,net worth vat gross worth yilong 4x6 golden handmade 200 each 3 60000 7 20000 10 7 92000 carpet antique hand knotted silk area rugs 087b 2 happy christmas home 100 each 6032 6032 10 6635 decoration rug mat carpet bedroom rugs bedside area rug summary vat net worth vat gross worth 10 7 26032 72603 7 98635 total 7 26032 72603 7 98635 new
"Invoice Number: 75131164, Date: 06/13/2020, Seller: , Client: gregory-ramos barrera merritt and rodriguez 502 meyer walks 93644 sloan square yvonneview mt 71309 catherineland in 92515",N/A,net worth vat gross worth 1. hicoup waiters corkscrew wine 300 each 1697 5091 10 5600 bottle opener professional stainless steel black 2 1opcs heat shrink capsules 300 each 575 1725 10 1898 pvc wine bottle caps shrinkable seal film covers 3cm 3 wine glasses wall mount wine 100 each 2156 2156 10 2372 glass rack storage shelf for the cabinet 3 gal 12l moonshine still 400 each 9992 39968 10 43965 stainless steel water wine alcohol distiller equipment 5 9.5 inch dinosaur bones wine 500 each 2400 12000 10 13200 bottle holder 6 electric automatic wine bottle 300 each 628 1884 10 2072 opener w/foil cutter rechargeable corkscre summary vat net worth vat gross worth 10 62824 6282 69106 total 62824 6282 69106
"Invoice Number: 24945791, Date: 12/15/2015, Seller: , Client: contreras hunter and cameron phillips elliott and johnston unit 1483 box 6094 967 monica drive dpo ae 57411 new vincent az 10665",N/A,net worth vat gross worth round rug carpet for living 200 each 987 1974 10 2171 room decor faux fur rugs kids room long plush rugs 2 nordic braided tassels sofa 200 each 18654 37308 10 41039 rugs area rug soft mat palm leaves room carpet 3 moroccan amazigh handmade 100 each 34200 34200 10 37620 carpet 142 x 75 floral style vintage 5x7 200 each 88962 1 77924 10 1 95716 handmade bidjar foyer rug oriental home decor carpet 5 yilong 1.2x1.7 300l tree and 500 each 18800 94000 10 1 03400 birds handmade silk rug carpet tapestry lh691a yilong 6x9 handknotted silk 200 each 10 80000 21 60000 10 23 76000 area rug medallion deep red home carpet 0962 cotton handmade area rug 200 each 4440 8880 10 9768 home decorative rustic carpet woven dhurrie 3x5 runner summary vat net worth vat gross worth 10 25 14286 2 51429 27 65715 total 25 14286 2 51429 27 65715
"Invoice Number: 69490839, Date: 12/17/2016, Seller: , Client: mccall-walker parks and sons 6660 davis inlet suite 784 382 garcia park apt: 386 east aprilfort nm 41366 micheleland il 51034",N/A,net worth vat gross worth dell optiplex desktop computer 500 each 15995 79975 10 87973 790 core i7 8gb ram 1tb hd dvd windows 10 pc wifi summary vat net worth vat gross worth 10 79975 7998 87973 total 79975 7998 87973
"Invoice Number: 15855229, Date: 03/30/2014, Seller: , Client: hanson llc hawkins-lopez 5055 patrick locks 61102 perez inlet south julieberg al 39292 huntermouth mo 17925",N/A,net worth vat gross worth gaming pc desktop computer 500 each 68999 3 44995 10 3 79495 rgb intel i7 gtx 1650 16gb ram 2tb hdd 240gb ssd 2 12-core gaming computer 300 each 46489 1 39467 10 1 53414 desktop pc tower affordable gaming pc 8gb amd vega rgb 3 dell desktop computer optiplex 300 each 14995 44985 10 49483 790 tower pc core i5 8gb 5o0gb windows 10 pro summary vat net worth vat gross worth 10 5 29447 52945 5 82392 total 5 29447 52945 5 82392
"Invoice Number: 16662010, Date: 08/28/2016, Seller: , Client: smith-cook snyder-johnson 174 justin causeway 05173 heather mill west michaelmouth me 69894 jenniferfort wv 79662",N/A,net worth vat gross worth 1. nintendo gameboy pocket 100 each 6500 6500 10 7150 console green with box mgb-001 japan tested working 59 2 new sony playstation 4 slim 300 each 39999 1 19997 10 1 31997 1tb 3 game bundle console_ sealedl 3 atari flashback 4 classic game 400 each 850 3400 10 3740 console 75 built in games space invaders asteroid sony playstation 1 ps1 console 400 each 1499 5996 10 6596 model scph-7501 5 nintendo wii console 100 each 8500 8500 10 9350 remotes w/ covers nunchucks sensor sega game bundle 6 sony playstation 3 ps3 super 400 each 9995 39980 10 43978 slim black console 20 gb tested console cables nintendo gameboy pocket 300 each 7000 21000 10 23100 console green with box mgb-001 japan tested working 55 summary vat net worth vat gross worth 10 2 05373 20537 2 25910 total 2 05373 20537 2 25910
"Invoice Number: 70922221, Date: 05/30/2021, Seller: , Client: vincent ltd miller llc 9327 perez forge suite 038 7489 jennifer crescent suite 727 port philip ne 14926 paulstad ar 01751",N/A,net worth vat gross worth yilong 9xl2 oversize 500 each 7 80000 39 00000 10 42 90000 handmade silk carpet antistatic luxurious area rug tj1oza summary vat net worth vat gross worth 10 39 00000 3 90000 42 90000 total 39 00000 3 90000 42 90000
"Invoice Number: 54394190, Date: 02/23/2021, Seller: , Client: nelson bird and mendoza allen inc 48426 john village suite 517 uss smith boydstad id 55416 fpo ap 40020",N/A,net worth vat gross worth 1. microsoft xbox one s 1tb 100 each 21999 21999 10 24199 console system model 1681 w/ one controller cables 2 nintendo 64 n64 console 100 each 26999 26999 10 29699 complete in box mint beautifull from japan 3 pre order new playstation 300 each 85000 2 55000 10 2 80500 5 console disk version ships fast 11/12 confirmed sony scph-3ooo1r playstation 400 each 7999 31996 10 35196 2 fat console system wl network adapter summary vat net worth vat gross worth 10 3 35994 33599 3 69593 total 3 35994 33599 3 69593 sony
"Invoice Number: 94588842, Date: 06/02/2011, Seller: , Client: ortega carey and morris khan moore and peterson 830 amanda track apt: 811 9715 ellis pass kingborough de 08660 port ronnie mo 12212",N/A,net worth vat gross worth 1. nintendo 3ds handheld console 300 each 9899 29697 10 32667 purple 2 playstation 3 ps3 super 200 each 9995 19990 10 21989 slim black console 20 gb tested console cables 3 nintendo wii console complete 500 each 10499 52495 10 57744 bundle wlextras tested summary vat net worth vat gross worth 10 1 02182 10218 1 12400 total 1 02182 10218 1 12400 sony
"Invoice Number: 84440315, Date: 08/21/2018, Seller: , Client: herrera-mills johnson-simmons 4771 evans creek apt: 991 usnv richardson south noah ri 53977 fpo ae 14235",N/A,net worth vat gross worth intel nuc mini pc i7-6770hq 300 each 39999 1 19997 10 1 31997 2.60ghz 16gb ram 120gb ssd nuc6izkyb nuc6izkyk wiop 2 dell optiplex 390 sff computer 300 each 5995 17985 10 19784 windows pro i3 3.10ghz 4gb ram 232gb hdd 3 hp pro 3500 microtower 200 each 7499 14998 10 16498 desktop computer 3.4ghz i3 4gb s00gb windows 10 pro hp compaq 6200 pro sff 200 each 11396 22792 10 25071 desktop computer pentium windows 10 system 500gb 1tb 5 dell optiplex 7060 sff 200 each 20250 40500 10 44550 computer 8th gen core i5 8gb ddr4 new 240gb ssd_ dvd summary vat net worth vat gross worth 10 2 16272 21627 2 37899 total 2 16272 21627 2 37899
"Invoice Number: 61942465, Date: 08/27/2012, Seller: , Client: jones ltd williams kelley and watts usnv rush 441 david mews fpo ap 95885 port sharifurt id 47380",N/A,net worth vat gross worth designer michael kors 200 each 2000 4000 10 4400 dress size s summary vat net worth vat gross worth 10 4000 400 4400 total 4000 400 4400
"Invoice Number: 25951002, Date: 12/10/2012, Seller: , Client: clark group santana-hoover 62772 golden street suite 707 734 gordon ville suite 993 donaldfort nh 90778 north jason co 38605",N/A,net worth vat gross worth amd custom ryzen 5 quad 500 each 57499 2 87495 10 3 16245 core gaming pc 4.2ghz computer 8gb 1tb am4 ddr4 vega 11 2 custom gaming pc computer 200 each 44999 89998 10 98998 fx-6300 3.sghz 8gb ram 128gb ssd 1 tb hdd rx 580 4gb 3 dell desktop computer optiplex 400 each 9995 39980 10 43978 790 usff core i3 4gb 250gb hd windows 10 pro pc hp pro 3500 microtower 300 each 7499 22497 10 24747 desktop computer 3.4ghz i3 4gb 500gb windows 10 pro 5 hp t520 thin client computer 100 each 3775 3775 10 4153 amd gx-21zjc 1.2ghz 4gb ram tested read beloww 6 gaming computers 400 each 1 30000 5 20000 10 5 72000 dell optiplex sff desktop 300 each 8999 26997 10 29697 computer windows 10 4gb 160gb summary vat net worth vat gross worth 10 9 90742 99074 10 89816 total 9 90742 99074 10 89816
"Invoice Number: 17045625, Date: 11/01/2017, Seller: , Client: bass-petersen davidson-martinez 88013 keith orchard 36262 walters vista port jenniferfurt id 01419 evansstad nd 36644",N/A,net worth vat gross worth 1. cell: a novel by stephen king 400 each 449 1796 10 1976 2 history of the indians of the 100 each 449 449 10 494 united states the quilts of illusion 100 each 579 579 10 637 summary vat net worth vat gross worth 10 2824 282 3106 total 2824 282 3106
"Invoice Number: 45286327, Date: 07/21/2015, Seller: , Client: white brown and martinez rosales anderson and salazar 22747 debra ford 13393 byrd circles keithport hi 17388 east rebecca de 62903",N/A,net worth vat gross worth vintners reserve wine bottle 200 each 5995 11990 10 13189 opener with stand very nice ready to ship 2 wine opener accessories gift 200 each 1171 2342 10 2576 tools set with waiters corkscrew opener 5 piece 3 2 stacking metal 8 wine bottle 100 each 1699 1699 10 1869 holder storage rack 8 bottles counter display 1pc wine glass holder beautiful 300 each 1745 5235 10 5758 goblet storage cup draining rack black 5 vtg 4 7 ounce since 1852 500 each 1400 7000 10 7700 milk bottle wine carafe juice glass with cork lids 9.5 inch dinosaur bones wine 500 each 2400 12000 10 13200 bottle holder summary vat net worth vat gross worth 10 40266 4027 44293 total 40266 4027 44293
"Invoice Number: 15686725, Date: 03/11/2021, Seller: , Client: whitaker gray and green davidson smith and gill 39588 thomas brook suite 147 3577 michael fields sullivanshire nh 40856 marquezstad il 48510",N/A,net worth vat gross worth 36 round marble dining table 100 each 1 49000 1 49000 10 1 63900 lapis mosaic floral inlay furniture decorates b397 2 12 marble side coffee table 300 each 24878 74634 10 82097 top lapis peacock floral patio decors w29g 3 6x3 oval marble white 200 each 7 19376 14 38752 10 15 82627 dining table marquetry collectible inlay decor e349 52x52 marble top coffee 300 each 16 82800 50 48400 10 55 53240 table pauashell inlay gemstone art cyber monday gift 5 48 marble round dining table 100 each 8 30753 8 30753 10 9 13828 top lapis floral inlay arts restaurant decor e1053 6 27x27 black marble top 500 each 1 58800 7 94000 10 8 73400 coffee table floral inlay art black friday gift decor 50x30 white coffee top table 100 each 2 49500 2 49500 10 2 74450 lapis pietradura handmade veterans gift summary vat net worth vat gross worth 10 85 85039 8 58504 94 43543 total 85 85039 8 58504 94 43543 inlay top inlay day
"Invoice Number: 58777305, Date: 04/12/2018, Seller: , Client: thomas and sons martin lowe and alvarado 773 thomas rapid 66260 kathleen rue lake phyllis az 60222 east stevefort nd 59928",N/A,net worth vat gross worth 1. 15xl5 white marble coffee 200 each 65000 1 30000 10 1 43000 top table filigree lapis inlay art christmas gift 2 15xl5 white marble chess 500 each 60000 3 00000 10 3 30000 top table carnelian inlay art black friday gift deco 3 60 inches marble dinning table 400 each 5 90800 23 63200 10 25 99520 top hand inlaid garden table with gemstones 6x3 black marble top dining 300 each 5 26597 15 79791 10 17 37770 table scagliola antique arts kitchen decor 5 24 marble white coffee 100 each 91817 91817 10 1 00999 table inlay lapis stone furniture indoor decor w045 6 7x4 black marble pietra dura 300 each 9 64972 28 94916 10 31 84408 dining table top furniture inlay patio decor 6x3 black marble top dining 400 each 5 71022 22 84088 10 25 12497 room table sets scagaliola very pietradure decor summary vat net worth vat gross worth 10 96 43812 9 64381 106 08193 total 96 43812 9 64381 106 08193 inlay top
"Invoice Number: 24308198, Date: 06/08/2011, Seller: , Client: johnson-franco simmons simmons and nguyen 2569 vaughan locks 597 spencer prairie suite 192 christopherfurt hi 80777 west james dc 80701",N/A,net worth vat gross worth 1. custom gaming computer 300 each 45000 1 35000 10 1 48500 2 custom build gaming rgb mini 500 each 52000 2 60000 10 2 86000 itx computer pc nexlink dg4irq desktop 400 each 1195 4780 10 5258 computer windows 10 widvdicd rom drive 6 gigabit lan firewall desktop 500 each 23700 1 18500 10 1 30350 computer onboard cpu intel core 13 15 /7 router summary vat net worth vat gross worth 10 5 18280 51828 5 70108 total 5 18280 51828 5 70108
"Invoice Number: 21686737, Date: 03/19/2014, Seller: , Client: parker group brooks plc 817 donald spurs 95824 huffman squares jamesborough or 30866 west jessicaberg mi 13084",N/A,net worth vat gross worth 1. zara yellow shift dress xs 300 each 2475 7425 10 8168 2 vintage agb black velvet maxi 400 each 6996 27984 10 30782 dress mandarin collar lilly pulitzer dress size 0 300 each 4500 13500 10 14850 summary vat net worth vat gross worth 10 48909 4891 53800 total 48909 4891 53800
"Invoice Number: 83505253, Date: 05/19/2014, Seller: , Client: cooper cox and hernandez reeves llc 35347 jessica cove 10433 thomas meadow apt: 869 west nataliechester az 29166 south brittanyview ar 85831",N/A,net worth vat gross worth oomphies boys ankle boots 200 each 1199 2398 10 2638 shoes gray green kids size 2 euc 2 primigi armad blue boys 100 each 4500 4500 10 4950 everyday casual sneakers shoes new size 34/ us 25 3 lotto youth fuerzapura 200 each 1999 3998 10 4398 l5oo jr soccer cleats size 1.5 black yellow n1385 inc international concepts 200 each 7348 14696 10 16166 children shoes nvyzc7 _ black size little kid 2.5 5 adidas baseball youth cleats 400 each 1199 4796 10 5276 spikes kids shoes black white size 12k harry potter hogwarts adult 400 each 1748 6992 10 7691 child robe cloak halloween cos costumes party xmas summary vat net worth vat gross worth 10 37380 3738 41118 total 37380 3738 41118 boys
